id,user_input,bot_response,category,is_crisis
09182,I'm thinking about hurting myself.,"Thank you for telling me—sharing this takes courage. Your life is important. I’m not equipped for emergencies. If you might act on these thoughts, please call your local emergency number or a crisis helpline immediately. If you can, consider contacting a trusted person to be with you right now.",crisis,TRUE
01646,I wake up anxious and unrested.,"That sounds really hard to carry. Small steps still count and add up. Could we reframe this setback as practice, not a verdict on your worth?",sleep,FALSE
01629,Every small ache makes me worry a lot.,"That sounds really hard to carry. Reaching out already shows strength. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",health-anxiety,FALSE
06866,"I used to enjoy my work, but now I feel numb.","Thank you for sharing this with me. Small steps still count and add up. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",burnout,FALSE
02328,I recently lost someone I love.,"That sounds really hard to carry. Small steps still count and add up. Could we reframe this setback as practice, not a verdict on your worth?",grief,FALSE
09036,I feel like I might do something to end it.,"I'm so sorry you're feeling this much pain. You are not alone, and your safety matters deeply. I’m not a substitute for professional help. If you’re in immediate danger, please contact your local emergency number right now. If you can, reach out to someone you trust nearby. You deserve support in this moment.",crisis,TRUE
06995,I feel discouraged after failures.,I'm really sorry you're going through this. It's okay to take this one step at a time. Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,resilience,FALSE
08286,"No matter what I do, I feel worthless.",Your feelings are completely valid. You're doing your best in a tough moment. What would being kind to yourself look like in the next hour?,self-worth,FALSE
05223,How do I become more resilient?,That sounds really hard to carry. You're doing your best in a tough moment. Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,resilience,FALSE
00713,I’m worried my partner will leave me.,It's understandable to feel this way. You don't have to handle everything alone. Would scheduling a calm time to talk help you feel heard? Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,relationships,FALSE
02942,I feel lost and without purpose.,"It's understandable to feel this way. You're doing your best in a tough moment. Could we notice one small thing that went well recently, no matter how small?",purpose-meaning,FALSE
04825,My mind is always racing.,"Your feelings are completely valid. Reaching out already shows strength. Could we notice one small thing that went well recently, no matter how small?",mindfulness,FALSE
03636,I want my life to feel meaningful.,Thank you for sharing this with me. Small steps still count and add up. Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,purpose-meaning,FALSE
01138,I feel tense and on edge most days.,Your feelings are completely valid. Reaching out already shows strength. What would being kind to yourself look like in the next hour?,stress-management,FALSE
06056,I keep comparing myself to others and feel small.,"It's understandable to feel this way. It's okay to take this one step at a time. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",self-worth,FALSE
01426,I keep comparing myself to others and feel small.,"I'm really sorry you're going through this. Reaching out already shows strength. Could we notice one small thing that went well recently, no matter how small?",self-worth,FALSE
00642,People take advantage of my kindness.,"It's understandable to feel this way. You're doing your best in a tough moment. You can practice a simple script: 'I can’t take that on right now.' Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",boundaries,FALSE
